gvkey,cik,quarter
005783,0000728535,2024Q1
005568,0001637459,2024Q1
024616,0001633917,2024Q1
010795,0000100517,2024Q1
180652,0001442145,2024Q1
026156,0001645590,2024Q1
020686,0001601712,2024Q1
138205,0001110803,2024Q1
003026,0000313927,2024Q1
144009,0001140536,2024Q1
160479,0001289490,2024Q1
004605,0000034903,2024Q1
021825,0000759944,2024Q1
179437,0001410636,2024Q1
010894,0000074208,2024Q1
020904,0000859737,2024Q1
145552,0001071739,2024Q1
178704,0001403568,2024Q1
141913,0001123360,2024Q1
160991,0001297996,2024Q1
155394,0001065696,2024Q1
004973,0000354190,2024Q1
148349,0001260221,2024Q1
029751,0000915913,2024Q1
011554,0000352541,2024Q1
026590,0001659166,2024Q1
065772,0001037646,2024Q1
126136,0001091667,2024Q1
003504,0000711404,2024Q1
029649,0000912595,2024Q1
024197,0000874716,2024Q1
029127,0000879169,2024Q1
184500,0001374310,2024Q1
029099,0000910606,2024Q1
024975,0000883241,2024Q1
008898,0000720005,2024Q1
064821,0001035443,2024Q1
001161,0000002488,2024Q1
012441,0000749251,2024Q1
061388,0001095073,2024Q1
005643,0001585689,2024Q1
063080,0001013462,2024Q1
141384,0001097149,2024Q1
031887,0000943819,2024Q1
009771,0000091142,2024Q1
128978,0000075677,2024Q1
014418,0000789570,2024Q1
017928,0001478242,2024Q1
121382,0001034054,2024Q1
004060,0001666700,2024Q1
013421,0000813672,2024Q1
104432,0001513761,2024Q1
186310,0001501585,2024Q1
064630,0000946581,2024Q1
178507,0001408198,2024Q1
006338,0001711269,2024Q1
176928,0001383312,2024Q1
184700,0001175454,2024Q1
029901,0000900075,2024Q1
020748,0001596532,2024Q1
009225,0000084839,2024Q1
183377,0001262039,2024Q1
025124,0001707925,2024Q1
020232,0001601046,2024Q1
011811,0000779152,2024Q1
170750,0001539838,2024Q1
028790,0001679273,2024Q1
162254,0001306830,2024Q1
010407,0000096943,2024Q1
004383,0000731802,2024Q1
060979,0000943452,2024Q1
034636,0001754301,2024Q1
034443,0001751788,2024Q1
035168,0001755672,2024Q1
100243,0001748790,2024Q1
158742,0001278021,2024Q1
017874,0001283699,2024Q1
015267,0000832101,2024Q1
165123,0001336920,2024Q1
028320,0001402057,2024Q1
012459,0000906163,2024Q1
161844,0001300514,2024Q1
171007,0001373715,2024Q1
014822,0000011544,2024Q1
024617,0000878927,2024Q1
025313,0001757898,2024Q1
165746,0001335258,2024Q1
024405,0000877212,2024Q1
020116,0001590955,2024Q1
030098,0001699150,2024Q1
036190,0001781335,2024Q1
036191,0001783180,2024Q1
160211,0001286681,2024Q1
162887,0001093557,2024Q1
011376,0000105770,2024Q1
010789,0000860731,2024Q1
002220,0000012208,2024Q1
126721,0001094285,2024Q1
023238,0001370637,2024Q1
020228,0001596783,2024Q1
010453,0000097210,2024Q1
061420,0000945841,2024Q1
007637,0001792044,2024Q1
184996,0001318605,2024Q1
187450,0001463101,2024Q1
022815,0000864749,2024Q1
160888,0001280452,2024Q1
184725,0001413447,2024Q1
021808,0001590895,2024Q1
183736,0001474735,2024Q1
018699,0000857005,2024Q1
137131,0001100682,2024Q1
034410,0001682852,2024Q1
015414,0000842023,2024Q1
023546,0001725057,2024Q1
015417,0000079282,2024Q1
026061,0000891103,2024Q1
187697,0001352010,2024Q1
063172,0001013237,2024Q1
040614,0001868275,2024Q1
007921,0000072331,2024Q1
152149,0001179929,2024Q1
028629,0000906345,2024Q1
164296,0001437107,2024Q1
032580,0001705696,2024Q1
134932,0001097864,2024Q1
028877,0001418135,2024Q1
030004,0001687229,2024Q1
112111,0001057352,2024Q1
004430,0000033213,2024Q1
008264,0001004980,2024Q1
185532,0001389170,2024Q1
061302,0000947484,2024Q1
175404,0001274494,2024Q1
064030,0001022671,2024Q1
041818,0001932393,2024Q1
177227,0001145197,2024Q1
144435,0001996862,2024Q1
013824,0000814547,2024Q1
143912,0001069183,2024Q1
171067,0001327567,2024Q1
041897,0001944048,2024Q1
177088,0001393818,2024Q1
037460,0001559720,2024Q1
043197,0001967680,2024Q1
005764,0000048898,2024Q1
178015,0001397187,2024Q1
035077,0001543151,2024Q1
028195,0000898293,2024Q1
163036,0001316835,2024Q1
029015,0000910521,2024Q1
176567,0001375365,2024Q1
009846,0000827052,2024Q2
003413,0001047862,2024Q2
004503,0000034088,2024Q2
001300,0000773840,2024Q2
002991,0000093410,2024Q2
006104,0000051434,2024Q2
003897,0000936340,2024Q2
007017,0000101778,2024Q2
009850,0000092122,2024Q2
008539,0001109357,2024Q2
008810,0000788784,2024Q2
007977,0000072903,2024Q2
001440,0000004904,2024Q2
005046,0000040533,2024Q2
003144,0000021344,2024Q2
004199,0001551182,2024Q2
005047,0000040545,2024Q2
006066,0000051143,2024Q2
008479,0000077476,2024Q2
008543,0000764180,2024Q2
008549,0001163165,2024Q2
005597,0000047111,2024Q2
006502,0000056873,2024Q2
007241,0000064803,2024Q2
007163,0000064040,2024Q2
006435,0000055785,2024Q2
010983,0000101829,2024Q2
008762,0000080424,2024Q2
002817,0000018230,2024Q2
003170,0000021665,2024Q2
003835,0000315189,2024Q2
002403,0000014272,2024Q2
002285,0000012927,2024Q2
004839,0000037996,2024Q2
001078,0000001800,2024Q2
002663,0000016732,2024Q2
029830,0001732845,2024Q2
008530,0000078003,2024Q2
003532,0000024741,2024Q2
008247,0000079879,2024Q2
007435,0000066740,2024Q2
007257,0000310158,2024Q2
007585,0000068505,2024Q2
028192,0000004281,2024Q2
007366,0000065984,2024Q2
005439,0000045012,2024Q2
008099,0001031296,2024Q2
010499,0000097476,2024Q2
006375,0000055067,2024Q2
011456,0000106535,2024Q2
009667,0000089800,2024Q2
003650,0000026172,2024Q2
004321,0000032604,2024Q2
009465,0000087347,2024Q2
003121,0000021076,2024Q2
005071,0000040704,2024Q2
007881,0001164727,2024Q2
010867,0000100885,2024Q2
007154,0000063908,2024Q2
006730,0000059478,2024Q2
002111,0000010795,2024Q2
002086,0000010456,2024Q2
006266,0000200406,2024Q2
005125,0000040987,2024Q2
005606,0000047217,2024Q2
011506,0000107263,2024Q2
006078,0000051253,2024Q2
007647,0000070858,2024Q2
004517,0000753308,2024Q2
003980,0001744489,2024Q2
001447,0000004962,2024Q2
003505,0000024545,2024Q2
004093,0001326160,2024Q2
062689,0000086312,2024Q2
002968,0000019617,2024Q2
008007,0000072971,2024Q2
006008,0000050863,2024Q2
003813,0000027419,2024Q2
010519,0000217346,2024Q2
011264,0001618921,2024Q2
139665,0001059556,2024Q2
001487,0000005272,2024Q2
008253,0000075362,2024Q2
004598,0001048911,2024Q2
002574,0000277948,2024Q2
001891,0000008670,2024Q2
005256,0000277135,2024Q2
007085,0000062996,2024Q2
001722,0000007084,2024Q2
002547,0001739940,2024Q2
007923,0000702165,2024Q2
011259,0000104169,2024Q2
009778,0000091440,2024Q2
010016,0000093556,2024Q2
002435,0000014693,2024Q2
001690,0000320193,2024Q2
008068,0000797468,2024Q2
004029,0000715957,2024Q2
003362,0000023217,2024Q2
006733,0000701985,2024Q2
002136,0000732712,2024Q2
009899,0000732717,2024Q2
006829,0000060667,2024Q2
008823,0000822416,2024Q2
001380,0000004447,2024Q2
006774,0000936468,2024Q2
005518,0000046080,2024Q2
001988,0000009389,2024Q2
001209,0000002969,2024Q2
008030,0000073309,2024Q2
004145,0000031791,2024Q2
007985,0001133421,2024Q2
005742,0001130310,2024Q2
011672,0000109198,2024Q2
004058,0000029905,2024Q2
008358,0000076334,2024Q2
005878,0000049826,2024Q2
007228,0001613103,2024Q2
010247,0000096021,2024Q2
032106,0001701605,2024Q2
007065,0000062709,2024Q2
001913,0000008818,2024Q2
005680,0000354950,2024Q2
008245,0000713676,2024Q2
003243,0000831001,2024Q2
007906,0000320187,2024Q2
004213,0000031462,2024Q2
010614,0000320335,2024Q2
012142,0001341439,2024Q2
001878,0000769397,2024Q2
010860,0001002910,2024Q2
001602,0000318154,2024Q2
006136,0000051644,2024Q2
029028,0000909832,2024Q2
020779,0000858877,2024Q2
029392,0000915389,2024Q2
009783,0000091576,2024Q2
012141,0000789019,2024Q2
010903,0000731766,2024Q2
009882,0000092380,2024Q2
007343,0000723125,2024Q2
013714,0000813828,2024Q2
025279,0000885725,2024Q2
001704,0000006951,2024Q2
002019,0001390777,2024Q2
006781,0000060086,2024Q2
031846,0000940944,2024Q2
028349,0000899051,2024Q2
014590,0000831259,2024Q2
012124,0000895421,2024Q2
004723,0000036104,2024Q2
008455,0000922224,2024Q2
027914,0000049071,2024Q2
061739,0000874766,2024Q2
004640,0000035527,2024Q2
003221,0000315293,2024Q2
009203,0001024478,2024Q2
023809,0000866787,2024Q2
010530,0000097745,2024Q2
012540,0000796343,2024Q2
002751,0000721371,2024Q2
013988,0000316709,2024Q2
004423,0000033185,2024Q2
001678,0001841666,2024Q2
013341,0000080661,2024Q2
005786,0000049196,2024Q2
010035,0000093751,2024Q2
006304,0000319201,2024Q2
065417,0001041061,2024Q2
011856,0000092230,2024Q2
014824,0000020286,2024Q2
004066,0000029989,2024Q2
007982,0000073124,2024Q2
004885,0000038777,2024Q2
028930,0001048286,2024Q2
008272,0001032208,2024Q2
030990,0000927628,2024Q2
014477,0000823768,2024Q2
004674,0001281761,2024Q2
008402,0000723531,2024Q2
024216,0000874761,2024Q2
003735,0000313616,2024Q2
013498,0000815097,2024Q2
007171,0000927653,2024Q2
003439,0000811156,2024Q2
001449,0000004977,2024Q2
061591,0001002047,2024Q2
002184,0000764478,2024Q2
011228,0001396009,2024Q2
024800,0000804328,2024Q2
001075,0000764622,2024Q2
001632,0000006281,2024Q2
012138,0001113169,2024Q2
126554,0001090872,2024Q2
025434,0000829224,2024Q2
014934,0001090012,2024Q2
016478,0000821189,2024Q2
007974,0001111711,2024Q2
027928,0000896878,2024Q2
133768,0001099219,2024Q2
010115,0000310764,2024Q2
003062,0000723254,2024Q2
012635,0000798354,2024Q2
144559,0001136869,2024Q2
031673,0001140859,2024Q2
117768,0001045810,2024Q2
028733,0000906107,2024Q2
061574,0001000697,2024Q2
029389,0001063761,2024Q2
114524,0001065088,2024Q2
016721,0000712515,2024Q2
010920,0001090727,2024Q2
143356,0001137774,2024Q2
145701,0001126328,2024Q2
114628,0000886982,2024Q2
145046,0001156039,2024Q2
003226,0001166691,2024Q2
064166,0001022079,2024Q2
007146,0000063754,2024Q2
015855,0000849399,2024Q2
024468,0000875045,2024Q2
004699,0000036270,2024Q2
015247,0001035002,2024Q2
024856,0000882095,2024Q2
140541,0001116132,2024Q2
014960,0000920148,2024Q2
025340,0000882184,2024Q2
002710,0000016918,2024Q2
010793,0000100493,2024Q2
010096,0001393311,2024Q2
164708,0000820027,2024Q2
006669,0000920760,2024Q2
064768,0001018724,2024Q2
061567,0001001250,2024Q2
066368,0001014473,2024Q2
064925,0001037540,2024Q2
024731,0000879101,2024Q2
160329,0001652044,2024Q2
121718,0001043604,2024Q2
149070,0001156375,2024Q2
260774,0001138118,2024Q2
165993,0001136893,2024Q2
111864,0001058290,2024Q2
029875,0000915912,2024Q2
064891,0001037038,2024Q2
065609,0001043277,2024Q2
007063,0001070750,2024Q2
142953,0001103982,2024Q2
157057,0001267238,2024Q2
177376,0001393612,2024Q2
125595,0001086222,2024Q2
027965,0000827054,2024Q2
163610,0001571949,2024Q2
126296,0001324424,2024Q2
004494,0000746515,2024Q2
006216,0000052988,2024Q2
105365,0001053507,2024Q2
179621,0001413329,2024Q2
013125,0000765880,2024Q2
136725,0001035267,2024Q2
020548,0000858470,2024Q2
160225,0001141391,2024Q2
061483,0000927066,2024Q2
029804,0000914208,2024Q2
163946,0001324404,2024Q2
157855,0001108524,2024Q2
014225,0000815556,2024Q2
005492,0000202058,2024Q2
014282,0000820313,2024Q2
149337,0001120193,2024Q2
011550,0000783325,2024Q2
013353,0000107815,2024Q2
009777,0000091419,2024Q2
149318,0001174922,2024Q2
112168,0001060391,2024Q2
062374,0001020569,2024Q2
005543,0000766704,2024Q2
110179,0000740260,2024Q2
005709,0000048465,2024Q2
007970,0000072741,2024Q2
028180,0000898173,2024Q2
066446,0001050915,2024Q2
011399,0000106040,2024Q2
004510,0000037785,2024Q2
119314,0001075531,2024Q2
179534,0001403161,2024Q2
009248,0000745732,2024Q2
024925,0000882835,2024Q2
135990,0001013871,2024Q2
002176,0001067983,2024Q2
008151,0001039684,2024Q2
064410,0001170010,2024Q2
028034,0000896159,2024Q2
006268,0000833444,2024Q2
005959,0001466258,2024Q2
147579,0001065280,2024Q2
121077,0001048695,2024Q2
133366,0001099800,2024Q2
124434,0002012383,2024Q2
165914,0001058090,2024Q2
029984,0001045609,2024Q2
186989,0001510295,2024Q2
143357,0001467373,2024Q2
162129,0001285785,2024Q2
177267,0001385157,2024Q2
189491,0001524472,2024Q2
028742,0000908255,2024Q2
031587,0000935703,2024Q2
113490,0001051470,2024Q2
170841,0001534701,2024Q2
006310,0001506307,2024Q2
006565,0000707549,2024Q2
024316,0000865752,2024Q2
150937,0001137789,2024Q2
294524,0001489393,2024Q2
008463,0000077360,2024Q2
004016,0000029534,2024Q2
141459,0001121788,2024Q2
118122,0001521332,2024Q2
016101,0001551152,2024Q2
023812,0000872589,2024Q2
005073,0001467858,2024Q2
013721,0001555280,2024Q2
018043,0001564708,2024Q2
003851,0000027904,2024Q2
024344,0000875320,2024Q2
001598,0001037868,2024Q2
316056,0001579241,2024Q2
170617,0001326801,2024Q2
025119,0000851968,2024Q2
029736,0000916365,2024Q2
030293,0000920522,2024Q2
180711,0001730168,2024Q2
029733,0000916076,2024Q2
011032,0000352915,2024Q2
066065,0001067701,2024Q2
028191,0000884887,2024Q2
022260,0000860730,2024Q2
001327,0000004127,2024Q2
061494,0001000228,2024Q2
001045,0000006201,2024Q2
138743,0001101239,2024Q2
030822,0000726728,2024Q2
064853,0001604778,2024Q2
005783,0000728535,2024Q2
005568,0001637459,2024Q2
024616,0001633917,2024Q2
010795,0000100517,2024Q2
180652,0001442145,2024Q2
026156,0001645590,2024Q2
020686,0001601712,2024Q2
003026,0000313927,2024Q2
144009,0001140536,2024Q2
160479,0001289490,2024Q2
004605,0000034903,2024Q2
021825,0000759944,2024Q2
179437,0001410636,2024Q2
010894,0000074208,2024Q2
020904,0000859737,2024Q2
145552,0001071739,2024Q2
178704,0001403568,2024Q2
141913,0001123360,2024Q2
160991,0001297996,2024Q2
155394,0001065696,2024Q2
004973,0000354190,2024Q2
148349,0001260221,2024Q2
029751,0000915913,2024Q2
011554,0000352541,2024Q2
026590,0001659166,2024Q2
065772,0001037646,2024Q2
126136,0001091667,2024Q2
003504,0000711404,2024Q2
029649,0000912595,2024Q2
024197,0000874716,2024Q2
029127,0000879169,2024Q2
184500,0001374310,2024Q2
029099,0000910606,2024Q2
024975,0000883241,2024Q2
008898,0000720005,2024Q2
064821,0001035443,2024Q2
001161,0000002488,2024Q2
012441,0000749251,2024Q2
061388,0001095073,2024Q2
005643,0001585689,2024Q2
063080,0001013462,2024Q2
141384,0001097149,2024Q2
031887,0000943819,2024Q2
009771,0000091142,2024Q2
128978,0000075677,2024Q2
014418,0000789570,2024Q2
017928,0001478242,2024Q2
121382,0001034054,2024Q2
004060,0001666700,2024Q2
013421,0000813672,2024Q2
104432,0001513761,2024Q2
186310,0001501585,2024Q2
064630,0000946581,2024Q2
178507,0001408198,2024Q2
006338,0001711269,2024Q2
176928,0001383312,2024Q2
184700,0001175454,2024Q2
029901,0000900075,2024Q2
020748,0001596532,2024Q2
009225,0000084839,2024Q2
183377,0001262039,2024Q2
025124,0001707925,2024Q2
020232,0001601046,2024Q2
011811,0000779152,2024Q2
170750,0001539838,2024Q2
028790,0001679273,2024Q2
162254,0001306830,2024Q2
010407,0000096943,2024Q2
004383,0000731802,2024Q2
060979,0000943452,2024Q2
034636,0001754301,2024Q2
034443,0001751788,2024Q2
035168,0001755672,2024Q2
100243,0001748790,2024Q2
158742,0001278021,2024Q2
017874,0001283699,2024Q2
015267,0000832101,2024Q2
165123,0001336920,2024Q2
028320,0001402057,2024Q2
012459,0000906163,2024Q2
161844,0001300514,2024Q2
171007,0001373715,2024Q2
014822,0000011544,2024Q2
024617,0000878927,2024Q2
025313,0001757898,2024Q2
165746,0001335258,2024Q2
024405,0000877212,2024Q2
020116,0001590955,2024Q2
030098,0001699150,2024Q2
036190,0001781335,2024Q2
036191,0001783180,2024Q2
160211,0001286681,2024Q2
162887,0001093557,2024Q2
011376,0000105770,2024Q2
010789,0000860731,2024Q2
002220,0000012208,2024Q2
126721,0001094285,2024Q2
023238,0001370637,2024Q2
020228,0001596783,2024Q2
010453,0000097210,2024Q2
061420,0000945841,2024Q2
007637,0001792044,2024Q2
184996,0001318605,2024Q2
187450,0001463101,2024Q2
022815,0000864749,2024Q2
160888,0001280452,2024Q2
184725,0001413447,2024Q2
021808,0001590895,2024Q2
183736,0001474735,2024Q2
018699,0000857005,2024Q2
137131,0001100682,2024Q2
034410,0001682852,2024Q2
015414,0000842023,2024Q2
023546,0001725057,2024Q2
015417,0000079282,2024Q2
026061,0000891103,2024Q2
187697,0001352010,2024Q2
063172,0001013237,2024Q2
040614,0001868275,2024Q2
007921,0000072331,2024Q2
152149,0001179929,2024Q2
028629,0000906345,2024Q2
164296,0001437107,2024Q2
032580,0001705696,2024Q2
134932,0001097864,2024Q2
028877,0001418135,2024Q2
030004,0001687229,2024Q2
112111,0001057352,2024Q2
004430,0000033213,2024Q2
008264,0001004980,2024Q2
185532,0001389170,2024Q2
061302,0000947484,2024Q2
175404,0001274494,2024Q2
064030,0001022671,2024Q2
041818,0001932393,2024Q2
177227,0001145197,2024Q2
144435,0001996862,2024Q2
013824,0000814547,2024Q2
143912,0001069183,2024Q2
171067,0001327567,2024Q2
041897,0001944048,2024Q2
177088,0001393818,2024Q2
037460,0001559720,2024Q2
043197,0001967680,2024Q2
005764,0000048898,2024Q2
178015,0001397187,2024Q2
035077,0001543151,2024Q2
028195,0000898293,2024Q2
163036,0001316835,2024Q2
029015,0000910521,2024Q2
176567,0001375365,2024Q2
045167,0001964738,2024Q2
045169,0001996810,2024Q2
157373,0001692819,2024Q2
035182,0001535527,2024Q2
179741,0001404912,2024Q2
023071,0001609711,2024Q2
009846,0000827052,2024Q3
003413,0001047862,2024Q3
004503,0000034088,2024Q3
001300,0000773840,2024Q3
002991,0000093410,2024Q3
006104,0000051434,2024Q3
003897,0000936340,2024Q3
007017,0000101778,2024Q3
009850,0000092122,2024Q3
008539,0001109357,2024Q3
008810,0000788784,2024Q3
007977,0000072903,2024Q3
001440,0000004904,2024Q3
005046,0000040533,2024Q3
003144,0000021344,2024Q3
004199,0001551182,2024Q3
005047,0000040545,2024Q3
006066,0000051143,2024Q3
008479,0000077476,2024Q3
008543,0000764180,2024Q3
008549,0001163165,2024Q3
005597,0000047111,2024Q3
006502,0000056873,2024Q3
007241,0000064803,2024Q3
007163,0000064040,2024Q3
006435,0000055785,2024Q3
010983,0000101829,2024Q3
008762,0000080424,2024Q3
002817,0000018230,2024Q3
003170,0000021665,2024Q3
003835,0000315189,2024Q3
002403,0000014272,2024Q3
002285,0000012927,2024Q3
004839,0000037996,2024Q3
001078,0000001800,2024Q3
002663,0000016732,2024Q3
008530,0000078003,2024Q3
003532,0000024741,2024Q3
008247,0000079879,2024Q3
007435,0000066740,2024Q3
007257,0000310158,2024Q3
007585,0000068505,2024Q3
028192,0000004281,2024Q3
007366,0000065984,2024Q3
005439,0000045012,2024Q3
008099,0001031296,2024Q3
010499,0000097476,2024Q3
006375,0000055067,2024Q3
011456,0000106535,2024Q3
009667,0000089800,2024Q3
003650,0000026172,2024Q3
004321,0000032604,2024Q3
009465,0000087347,2024Q3
003121,0000021076,2024Q3
005071,0000040704,2024Q3
007881,0001164727,2024Q3
010867,0000100885,2024Q3
007154,0000063908,2024Q3
006730,0000059478,2024Q3
002111,0000010795,2024Q3
002086,0000010456,2024Q3
006266,0000200406,2024Q3
005125,0000040987,2024Q3
005606,0000047217,2024Q3
011506,0000107263,2024Q3
006078,0000051253,2024Q3
007647,0000070858,2024Q3
004517,0000753308,2024Q3
003980,0001744489,2024Q3
001447,0000004962,2024Q3
003505,0000024545,2024Q3
004093,0001326160,2024Q3
062689,0000086312,2024Q3
002968,0000019617,2024Q3
008007,0000072971,2024Q3
006008,0000050863,2024Q3
003813,0000027419,2024Q3
010519,0000217346,2024Q3
011264,0001618921,2024Q3
139665,0001059556,2024Q3
001487,0000005272,2024Q3
008253,0000075362,2024Q3
004598,0001048911,2024Q3
002574,0000277948,2024Q3
001891,0000008670,2024Q3
005256,0000277135,2024Q3
007085,0000062996,2024Q3
001722,0000007084,2024Q3
002547,0001739940,2024Q3
007923,0000702165,2024Q3
011259,0000104169,2024Q3
009778,0000091440,2024Q3
010016,0000093556,2024Q3
002435,0000014693,2024Q3
001690,0000320193,2024Q3
008068,0000797468,2024Q3
004029,0000715957,2024Q3
003362,0000023217,2024Q3
006733,0000701985,2024Q3
002136,0000732712,2024Q3
009899,0000732717,2024Q3
006829,0000060667,2024Q3
008823,0000822416,2024Q3
001380,0000004447,2024Q3
006774,0000936468,2024Q3
005518,0000046080,2024Q3
001988,0000009389,2024Q3
001209,0000002969,2024Q3
008030,0000073309,2024Q3
004145,0000031791,2024Q3
007985,0001133421,2024Q3
005742,0001130310,2024Q3
011672,0000109198,2024Q3
004058,0000029905,2024Q3
008358,0000076334,2024Q3
005878,0000049826,2024Q3
007228,0001613103,2024Q3
010247,0000096021,2024Q3
032106,0001701605,2024Q3
007065,0000062709,2024Q3
001913,0000008818,2024Q3
005680,0000354950,2024Q3
008245,0000713676,2024Q3
003243,0000831001,2024Q3
007906,0000320187,2024Q3
004213,0000031462,2024Q3
010614,0000320335,2024Q3
012142,0001341439,2024Q3
001878,0000769397,2024Q3
010860,0001002910,2024Q3
001602,0000318154,2024Q3
006136,0000051644,2024Q3
029028,0000909832,2024Q3
020779,0000858877,2024Q3
029392,0000915389,2024Q3
009783,0000091576,2024Q3
012141,0000789019,2024Q3
010903,0000731766,2024Q3
009882,0000092380,2024Q3
007343,0000723125,2024Q3
013714,0000813828,2024Q3
025279,0000885725,2024Q3
001704,0000006951,2024Q3
002019,0001390777,2024Q3
006781,0000060086,2024Q3
031846,0000940944,2024Q3
028349,0000899051,2024Q3
014590,0000831259,2024Q3
