file,avg_tfidf_finneg,avg_tfidf_h4n,doc_length,filing_date,cik,conml,gvkey,permno,excess_return_3d
20220421_10-Q_edgar_data_1031296_0001031296-22-000020_1.txt,5.100039019058102e-07,2.956778693654189e-07,1266121,2022-04-21,1031296,FirstEnergy Corp.,008099,23026.0,-0.012999321379906115
20220421_10-Q_edgar_data_1065280_0001065280-22-000145_1.txt,6.573936432693104e-08,7.703038066995417e-08,732423,2022-04-21,1065280,Netflix Inc,147579,89393.0,-0.10268790499890168
20220421_10-Q_edgar_data_1601712_0001601712-22-000133_1.txt,2.1078736395228522e-07,1.7558428339210813e-07,1475763,2022-04-21,1601712,Synchrony Financial,020686,14776.0,-0.02664956803569063
20220421_10-Q_edgar_data_277948_0000277948-22-000020_1.txt,1.9126852539888257e-07,2.169123706012643e-07,907829,2022-04-21,277948,CSX Corp,002574,62148.0,0.04053607834822315
20220421_10-Q_edgar_data_29905_0000029905-22-000016_1.txt,9.29972233156021e-08,7.813070005452802e-08,1061620,2022-04-21,29905,Dover Corp,004058,25953.0,-0.0489533311715733
20220421_10-Q_edgar_data_313616_0000313616-22-000107_1.txt,4.6397737500154534e-08,5.81415471391815e-08,1986678,2022-04-21,313616,Danaher Corp,003735,49680.0,-0.036455896237328145
20220421_10-Q_edgar_data_33185_0000033185-22-000024_1.txt,2.88362028956479e-07,1.647641266876684e-07,839276,2022-04-21,33185,Equifax Inc.,004423,52476.0,-0.031080440357370787
20220421_10-Q_edgar_data_40987_0000040987-22-000021_1.txt,6.583266668201528e-08,6.327786056532591e-08,583953,2022-04-21,40987,Genuine Parts Co,005125,46674.0,0.036597964282614526
20220421_10-Q_edgar_data_6201_0000006201-22-000046_1.txt,1.1560483455618007e-07,1.0055644224732465e-07,4210189,2022-04-21,6201,American Airlines Group Inc,001045,21020.0,0.03758452043378957
20220421_10-Q_edgar_data_62709_0000062709-22-000025_1.txt,2.658394969767145e-07,1.3446928262626697e-07,1569412,2022-04-21,62709,Marsh & McLennan Companies Inc,007065,45751.0,0.02942204225292877
20220421_10-Q_edgar_data_77360_0000077360-22-000015_1.txt,1.1729573846455993e-07,9.837676882892121e-08,946624,2022-04-21,77360,Pentair plc,008463,13586.0,0.02463525947176648
20220421_10-Q_edgar_data_91440_0000091440-22-000014_1.txt,1.320238933274923e-07,8.949284851154073e-08,1618813,2022-04-21,91440,Snap-On Inc,009778,60206.0,0.03769610728193462
20220422_10-Q_edgar_data_1022079_0001022079-22-000074_1.txt,1.470605114317083e-07,9.528453717417341e-08,794405,2022-04-22,1022079,Quest Diagnostics Inc,064166,84373.0,-0.015203967959112497
20220422_10-Q_edgar_data_1035267_0001035267-22-000085_1.txt,3.1675918167732305e-07,2.097591285887625e-07,1183170,2022-04-22,1035267,Intuitive Surgical Inc,136725,88352.0,-0.14836954587308337
20220422_10-Q_edgar_data_1164727_0001164727-22-000017_1.txt,2.189954449984669e-07,2.0980491002319307e-07,1867517,2022-04-22,1164727,Newmont Corporation,007881,21207.0,-0.0232360063678545
20220422_10-Q_edgar_data_1506307_0001506307-22-000037_1.txt,2.221092073715839e-07,1.8060533178971526e-07,1412168,2022-04-22,1506307,Kinder Morgan Inc.,006310,12558.0,-0.023703088253767768
20220422_10-Q_edgar_data_1751788_0001751788-22-000104_1.txt,7.288881963372266e-08,5.2126815413067176e-08,2217780,2022-04-22,1751788,Dow Inc,034443,18428.0,0.001358976787291244
20220422_10-Q_edgar_data_45012_0000045012-22-000032_1.txt,1.2257587987468273e-07,1.4690466875202162e-07,636285,2022-04-22,45012,Halliburton Co,005439,23819.0,-0.03143565305863172
20220422_10-Q_edgar_data_4962_0000004962-22-000028_1.txt,3.42901743017222e-07,1.8611680906700226e-07,1622236,2022-04-22,4962,American Express Co,001447,59176.0,0.005573430586470196
20220422_10-Q_edgar_data_55785_0000055785-22-000035_1.txt,4.298355493313001e-07,2.732723839581973e-07,809321,2022-04-22,55785,Kimberly-Clark Corp,006435,17750.0,0.13424792096690497
20220422_10-Q_edgar_data_753308_0000753308-22-000033_1.txt,1.2690904545875897e-07,9.93728091537441e-08,2015618,2022-04-22,753308,NextEra Energy Inc,004517,24205.0,-0.009494851830990525
20220422_10-Q_edgar_data_79879_0000079879-22-000025_1.txt,2.029251901373828e-07,1.3548158982903274e-07,941489,2022-04-22,79879,PPG Industries Inc.,008247,22509.0,0.008542126954560358
20220425_10-Q_edgar_data_1035443_0001035443-22-000151_1.txt,2.2033621137452012e-08,4.1454535189575275e-08,13053710,2022-04-25,1035443,Alexandria Real Estate Equities Inc.,064821,84767.0,-0.03658656750424938
20220425_10-Q_edgar_data_1318605_0000950170-22-006034_1.txt,2.019075854982253e-07,1.3719712876757286e-07,2845233,2022-04-25,1318605,Tesla Inc,184996,93436.0,-0.10063353278572329
20220425_10-Q_edgar_data_813672_0000813672-22-000022_1.txt,5.681187805841653e-08,9.929517424331852e-08,720302,2022-04-25,813672,Cadence Design Systems Inc,013421,11403.0,0.051755271727192076
20220426_10-Q_edgar_data_101829_0000101829-22-000018_1.txt,3.621672996388241e-07,1.90624473133894e-07,1511218,2022-04-26,101829,RTX Corp,010983,17830.0,-0.021745224789577855
20220426_10-Q_edgar_data_1045609_0001564590-22-015684_1.txt,1.3044805352848666e-08,4.209219823857015e-08,3373222,2022-04-26,1045609,Prologis Inc,029984,85592.0,-0.054678641057943844
20220426_10-Q_edgar_data_106640_0000106640-22-000091_1.txt,2.860776693967871e-07,1.5396788848701126e-07,1478818,2022-04-26,106640,Whirlpool Corp,011465,25419.0,0.06814609245051173
20220426_10-Q_edgar_data_1071739_0001071739-22-000177_1.txt,1.3925081435919977e-07,1.034816828351996e-07,994989,2022-04-26,1071739,Centene Corp,145552,89269.0,-0.03598261549987636
20220426_10-Q_edgar_data_1103982_0001103982-22-000007_1.txt,2.7626810760681804e-07,1.935352071486444e-07,1862657,2022-04-26,1103982,Mondelez International Inc,142953,89006.0,0.0021135429584580034
20220426_10-Q_edgar_data_1408198_0001564590-22-015592_1.txt,2.93683681861803e-08,5.870316473518745e-08,1803240,2022-04-26,1408198,MSCI Inc,178507,92402.0,-0.05102094332271645
20220426_10-Q_edgar_data_1437107_0001437107-22-000138_1.txt,1.5091545587936973e-07,1.1932626165992566e-07,1661414,2022-04-26,1437107,WARNER BROS DISCOVERY INC,164296,22976.0,-0.07228477019334156
20220426_10-Q_edgar_data_1463101_0001463101-22-000053_1.txt,6.626897797927486e-08,8.574602719332632e-08,1487170,2022-04-26,1463101,Enphase Energy Inc,187450,13323.0,0.10045015846837058
20220426_10-Q_edgar_data_1579241_0001579241-22-000041_1.txt,6.753997371201447e-08,6.46790679128294e-08,1027185,2022-04-26,1579241,Allegion PLC,316056,14297.0,0.03288890601436911
20220426_10-Q_edgar_data_40545_0000040545-22-000027_1.txt,1.1411296891275053e-07,8.438205480227852e-08,1658695,2022-04-26,40545,GE Aerospace,005047,12060.0,-0.12706831550158515
20220426_10-Q_edgar_data_51143_0001558370-22-005983_1.txt,1.3024764249668338e-07,7.782597909542305e-08,3045417,2022-04-26,51143,International Business Machines Corp,006066,12490.0,-0.01119946910452152
20220426_10-Q_edgar_data_66740_0000066740-22-000036_1.txt,8.18566247240778e-07,4.584657428247255e-07,1755776,2022-04-26,66740,3M Co,007435,22592.0,0.014264372433481665
20220426_10-Q_edgar_data_707549_0000707549-22-000067_1.txt,1.466582432451384e-07,1.3521916902835508e-07,1229726,2022-04-26,707549,Lam Research Corp,006565,48486.0,0.0384536676338334
20220426_10-Q_edgar_data_7084_0000007084-22-000013_1.txt,1.465289861050026e-07,1.4919362844240608e-07,1410882,2022-04-26,7084,Archer-Daniels-Midland Co,001722,10516.0,0.014225702447026922
20220426_10-Q_edgar_data_77476_0000077476-22-000020_1.txt,1.3362828453060053e-07,1.1603780583545107e-07,1867503,2022-04-26,77476,PepsiCo Inc,008479,13856.0,-0.002053981633382218
20220426_10-Q_edgar_data_789019_0001564590-22-015675_1.txt,9.083931830025685e-08,5.444805902355897e-08,3629139,2022-04-26,789019,Microsoft Corp,012141,10107.0,0.04572449759154873
20220426_10-Q_edgar_data_823768_0001558370-22-005976_1.txt,2.255230752825015e-07,2.046433952649289e-07,868872,2022-04-26,823768,Waste Management Inc.,014477,11955.0,0.05211438857633599
20220426_10-Q_edgar_data_89800_0000089800-22-000017_1.txt,5.135666802913118e-07,3.054320233132358e-07,935496,2022-04-26,89800,Sherwin-Williams Co (The),009667,36468.0,0.1160691789498447
20220427_10-Q_edgar_data_1053507_0001053507-22-000068_1.txt,7.413024460190156e-08,6.779449184351322e-08,1610827,2022-04-27,1053507,American Tower Corp,105365,86111.0,-0.05513842394897939
20220427_10-Q_edgar_data_1067701_0001067701-22-000018_1.txt,2.788676660410232e-07,2.2350588548205047e-07,859174,2022-04-27,1067701,United Rentals Inc.,066065,85663.0,0.03277008117168867
20220427_10-Q_edgar_data_1121788_0000950170-22-006271_1.txt,6.04235216610757e-08,5.324968974374504e-08,1372977,2022-04-27,1121788,Garmin Ltd,141459,88837.0,0.015330459595461976
20220427_10-Q_edgar_data_1278021_0000950170-22-006389_1.txt,9.450075629812865e-08,1.0009980497207194e-07,2156203,2022-04-27,1278021,MarketAxess Holdings Inc,158742,90454.0,0.01811368904720978
20220427_10-Q_edgar_data_12927_0000012927-22-000022_1.txt,4.451586729436846e-07,2.367906941042597e-07,1444668,2022-04-27,12927,Boeing Co,002285,19561.0,-0.0815214762623312
20220427_10-Q_edgar_data_1410636_0001410636-22-000091_1.txt,4.506799758455015e-07,2.69978696187028e-07,1221160,2022-04-27,1410636,American Water Works Company Inc,179437,92614.0,-0.05553551957757641
20220427_10-Q_edgar_data_1467858_0001467858-22-000078_1.txt,2.0591574523632813e-07,1.289241484963927e-07,1855461,2022-04-27,1467858,General Motors Co,005073,12369.0,0.04900601608943078
20220427_10-Q_edgar_data_1652044_0001652044-22-000029_1.txt,9.338525519994596e-08,1.118113217593086e-07,1376353,2022-04-27,1652044,Alphabet Inc,160329,90319.0,-0.012033028709815818
20220427_10-Q_edgar_data_1781335_0001781335-22-000016_1.txt,1.216835614685379e-07,6.132131968786331e-08,1180791,2022-04-27,1781335,Otis Worldwide Corp,036190,19286.0,0.012183694593228322
20220427_10-Q_edgar_data_28412_0000028412-22-000096_1.txt,2.279395175207342e-07,1.1523209620267385e-07,2425396,2022-04-27,28412,Comerica Incorporated,003231,25081.0,0.01184920490170227
20220427_10-Q_edgar_data_40533_0000040533-22-000013_1.txt,1.540341879674369e-07,1.3792840993604112e-07,980503,2022-04-27,40533,General Dynamics Corp,005046,12052.0,-0.015926097602222078
20220427_10-Q_edgar_data_46080_0000046080-22-000069_1.txt,1.739505250940833e-07,1.3260153843092105e-07,1303375,2022-04-27,46080,Hasbro Inc.,005518,52978.0,0.05166038545168439
20220427_10-Q_edgar_data_49071_0000049071-22-000032_1.txt,1.0738210292286181e-07,9.528457653480214e-08,1439627,2022-04-27,49071,Humana Inc.,027914,48653.0,0.006676838859098311
20220427_10-Q_edgar_data_62996_0000062996-22-000018_1.txt,3.810493078792671e-08,4.91232061762412e-08,20178857,2022-04-27,62996,Masco Corporation,007085,34032.0,0.02105630442770612
20220427_10-Q_edgar_data_702165_0000702165-22-000014_1.txt,1.861239729213911e-07,1.5225071969988076e-07,583194,2022-04-27,702165,Norfolk Southern Corp,007923,64311.0,0.004713077498460505
20220427_10-Q_edgar_data_732712_0000732712-22-000019_1.txt,1.714261350745214e-07,1.1413385613384072e-07,1761326,2022-04-27,732712,Verizon Communications Inc,002136,65875.0,-0.04627809407897099
20220427_10-Q_edgar_data_74208_0000074208-22-000030_1.txt,1.2144321328316077e-07,8.203178848533115e-08,2428431,2022-04-27,74208,UDR Inc,010894,59300.0,-0.08876535681136255
20220427_10-Q_edgar_data_804328_0001728949-22-000026_1.txt,6.831650214927213e-07,3.831049794889039e-07,798303,2022-04-27,804328,QUALCOMM Inc.,024800,77178.0,0.07965640726125223
20220427_10-Q_edgar_data_832101_0000832101-22-000016_1.txt,9.11342959880328e-08,9.958457230935529e-08,1456676,2022-04-27,832101,IDEX Corp,015267,75591.0,0.022017812861201635
20220427_10-Q_edgar_data_859737_0000859737-22-000011_1.txt,1.4526312142766705e-07,1.3554918746905514e-07,1460940,2022-04-27,859737,Hologic Inc,020904,76095.0,0.03577406570719721
20220427_10-Q_edgar_data_860731_0000860731-22-000017_1.txt,6.586326016943539e-08,6.118819647714728e-08,1062408,2022-04-27,860731,Tyler Technologies Inc,010789,76185.0,0.031748284261298165
20220427_10-Q_edgar_data_87347_0001564590-22-015889_1.txt,2.899161733378906e-07,2.135090317293721e-07,1315910,2022-04-27,87347,Schlumberger Ltd,009465,14277.0,0.014485262599166271
20220427_10-Q_edgar_data_882184_0000882184-22-000115_1.txt,6.32376007828816e-08,9.424816225964349e-08,1504006,2022-04-27,882184,D.R. Horton Inc,025340,77661.0,-0.007728119963523961
20220427_10-Q_edgar_data_920522_0000920522-22-000030_1.txt,1.060828775665525e-07,6.336176315769388e-08,1279793,2022-04-27,920522,Essex Property Trust Inc.,030293,80681.0,-0.06661402327423205
20220427_10-Q_edgar_data_93751_0000093751-22-000500_1.txt,5.063181152984998e-08,5.1413176783368014e-08,40188273,2022-04-27,93751,State Street Corporation,010035,72726.0,0.031244713029210613
20220427_10-Q_edgar_data_943452_0001628280-22-010717_1.txt,1.0601194533203417e-07,1.0438440131364133e-07,998958,2022-04-27,943452,Westinghouse Air Brake Technologies Corp,060979,81677.0,0.06379089765715307
20220427_10-Q_edgar_data_97476_0000097476-22-000028_1.txt,2.908086409909483e-08,5.8191817021965524e-08,747459,2022-04-27,97476,Texas Instruments Inc,010499,15579.0,0.023398525724405594
20220428_10-Q_edgar_data_1014473_0001014473-22-000016_1.txt,2.7333586505434362e-08,4.7343235762968224e-08,431982,2022-04-28,1014473,VeriSign Inc,066368,85753.0,-0.11174965927136082
20220428_10-Q_edgar_data_1020569_0001020569-22-000110_1.txt,4.53320221846908e-08,1.338166007901919e-07,2444794,2022-04-28,1020569,Iron Mountain Inc,062374,83143.0,-0.02357420028571222
20220428_10-Q_edgar_data_1035002_0001035002-22-000024_1.txt,4.106336947323496e-08,1.1504785033901797e-07,1249401,2022-04-28,1035002,Valero Energy Corp,015247,85269.0,0.14332482241274125
20220428_10-Q_edgar_data_10456_0001628280-22-010922_1.txt,3.414311455526132e-07,2.2639498890046365e-07,1423871,2022-04-28,10456,Baxter International Inc,002086,27887.0,0.0023521379107172002
20220428_10-Q_edgar_data_105770_0000105770-22-000017_1.txt,5.528432311096694e-08,7.914162454411802e-08,1131316,2022-04-28,105770,West Pharmaceutical Services Inc.,011376,62498.0,-0.06950105691330344
20220428_10-Q_edgar_data_1058090_0001058090-22-000027_1.txt,2.1345221227100973e-07,1.204701738927823e-07,873474,2022-04-28,1058090,Chipotle Mexican Grill Inc,165914,91068.0,-0.05547036381796633
20220428_10-Q_edgar_data_1093557_0001093557-22-000098_1.txt,1.32180828836218e-07,9.844820347679257e-08,5139124,2022-04-28,1093557,DexCom Inc,162887,90664.0,-0.044541114508959256
20220428_10-Q_edgar_data_1099800_0001099800-22-000009_1.txt,5.068448021667632e-08,6.985380558563972e-08,1557539,2022-04-28,1099800,Edwards Lifesciences Corp,133366,87657.0,-0.03809211720936434
20220428_10-Q_edgar_data_1113169_0001113169-22-000011_1.txt,7.069840688348136e-08,1.054475193493072e-07,1197203,2022-04-28,1113169,T. Rowe Price Group Inc,012138,10138.0,0.0006136163055823207
20220428_10-Q_edgar_data_1133421_0001133421-22-000013_1.txt,3.922926509602106e-07,2.3222723172525727e-07,1017709,2022-04-28,1133421,Northrop Grumman Corp,007985,24766.0,0.024228048961522086
20220428_10-Q_edgar_data_1137789_0001137789-22-000031_1.txt,2.2945750275020626e-07,1.8156758124252186e-07,1354269,2022-04-28,1137789,Seagate Technology Holdings plc,150937,89641.0,0.03117026142882895
20220428_10-Q_edgar_data_1140536_0000950170-22-006544_1.txt,1.045097477053737e-07,6.25223181609253e-08,3673146,2022-04-28,1140536,Willis Towers Watson plc,144009,89017.0,-0.08252529929715369
20220428_10-Q_edgar_data_1141391_0001141391-22-000088_1.txt,3.913823785385616e-07,2.113204502594468e-07,1311380,2022-04-28,1141391,Mastercard Inc,160225,91233.0,-0.008395645118804529
20220428_10-Q_edgar_data_1166691_0001166691-22-000018_1.txt,3.528016102512724e-08,2.806787594102535e-08,863122,2022-04-28,1166691,Comcast Corp,003226,89525.0,-0.09128484205631426
20220428_10-Q_edgar_data_1179929_0001179929-22-000080_1.txt,1.1485714978469368e-07,7.350153496266951e-08,842722,2022-04-28,1179929,Molina Healthcare Inc.,152149,89781.0,-0.0638707691788758
20220428_10-Q_edgar_data_1286681_0000950170-22-006436_1.txt,2.85485382664462e-08,3.653586358108912e-08,1505842,2022-04-28,1286681,Domino's Pizza Inc,160211,90248.0,-0.0804723149791211
20220428_10-Q_edgar_data_1326801_0001326801-22-000057_1.txt,4.2726435703706405e-07,2.5222995984173146e-07,1706378,2022-04-28,1326801,Meta Platforms Inc,170617,13407.0,0.24937556283097484
20220428_10-Q_edgar_data_1373715_0001373715-22-000134_1.txt,2.446237090544619e-07,1.6508231277433305e-07,1142071,2022-04-28,1373715,ServiceNow Inc,171007,13447.0,0.043516707236787244
20220428_10-Q_edgar_data_1393612_0001393612-22-000016_1.txt,3.323342786722559e-07,2.15888397852075e-07,2208825,2022-04-28,1393612,Discover Financial Services,177376,92121.0,0.09919255333953303
20220428_10-Q_edgar_data_1403161_0001403161-22-000027_1.txt,8.652716164088284e-08,7.631853110346342e-08,1301273,2022-04-28,1403161,Visa Inc,179534,92611.0,-0.025703038861885297
20220428_10-Q_edgar_data_1413329_0001413329-22-000035_1.txt,7.383189647154409e-07,4.275667279619005e-07,1886635,2022-04-28,1413329,Philip Morris International Inc,179621,92602.0,-0.03873067715169143
20220428_10-Q_edgar_data_1418135_0001418135-22-000011_1.txt,1.1229576952174766e-07,8.384700260182244e-08,1710639,2022-04-28,1418135,Keurig Dr Pepper Inc,028877,17942.0,-0.04452154212845505
20220428_10-Q_edgar_data_1478242_0001478242-22-000064_1.txt,1.708803175062693e-07,9.893092511132512e-08,905891,2022-04-28,1478242,IQVIA Holdings Inc,017928,13911.0,0.03207596438004057
20220428_10-Q_edgar_data_1492633_0001564590-22-016434_1.txt,7.684565091337556e-08,8.614391909054322e-08,1587511,2022-04-28,1492633,Nielsen Holdings plc,100873,12542.0,-0.0112861150817134
20220428_10-Q_edgar_data_1633917_0001633917-22-000088_1.txt,2.0117643288757518e-07,1.4872128064708585e-07,2169491,2022-04-28,1633917,PayPal Holdings Inc,024616,15488.0,0.09476522577083357
20220428_10-Q_edgar_data_1637459_0001637459-22-000060_1.txt,2.0355072299079081e-07,1.5820481099205968e-07,1605400,2022-04-28,1637459,The Kraft Heinz Co,005568,15408.0,-0.01735818212645346
20220428_10-Q_edgar_data_1659166_0001659166-22-000102_1.txt,1.05377228571368e-07,9.411413438360101e-08,1014792,2022-04-28,1659166,Fortive Corp,026590,16087.0,0.05864594295487291
20220428_10-Q_edgar_data_1783180_0001783180-22-000034_1.txt,4.1681204114277723e-07,2.890946479167288e-07,1191693,2022-04-28,1783180,Carrier Global Corp,036191,19285.0,-0.045004580292227425
20220428_10-Q_edgar_data_20286_0000020286-22-000030_1.txt,2.3395964027677567e-07,1.936516077599612e-07,1586654,2022-04-28,20286,Cincinnati Financial Corp,014824,23473.0,-0.0844284422382704
20220428_10-Q_edgar_data_21344_0000021344-22-000016_1.txt,1.6301219929845853e-07,8.302117049024858e-08,1617458,2022-04-28,21344,Coca-Cola Co (The),003144,11308.0,-0.03570275144880386
20220428_10-Q_edgar_data_217346_0000217346-22-000016_1.txt,1.3089580713306813e-07,9.041639251704469e-08,1020250,2022-04-28,217346,Textron Inc,010519,23579.0,0.05481522077580592
20220428_10-Q_edgar_data_277135_0000277135-22-000019_1.txt,2.084507751529208e-07,1.4273787336302554e-07,593756,2022-04-28,277135,Grainger (W.W.) Inc,005256,52695.0,-0.00877684878318119
20220428_10-Q_edgar_data_313927_0000950170-22-006478_1.txt,5.087084657349885e-08,5.6772844528245286e-08,1813075,2022-04-28,313927,Church & Dwight Co Inc,003026,23393.0,-0.10087038857157582
20220428_10-Q_edgar_data_318154_0000318154-22-000021_1.txt,1.2738265606262744e-07,1.387512966979848e-07,1280643,2022-04-28,318154,Amgen Inc,001602,14008.0,-0.07862426636058495
20220428_10-Q_edgar_data_37996_0000037996-22-000024_1.txt,1.6984791262458065e-07,1.288781252417215e-07,1986464,2022-04-28,37996,Ford Motor Co,004839,25785.0,-0.01886457435781086
20220428_10-Q_edgar_data_47111_0000047111-22-000030_1.txt,7.73775262404272e-08,7.396526926701059e-08,1574337,2022-04-28,47111,Hershey Co (The),005597,16600.0,-0.013712799680985599
20220428_10-Q_edgar_data_4904_0000004904-22-000053_1.txt,6.288045589770848e-08,6.387869413479885e-08,33338435,2022-04-28,4904,American Electric Power Co Inc,001440,24109.0,-0.015661235569679466
20220428_10-Q_edgar_data_51644_0000051644-22-000018_1.txt,9.69359526396697e-08,7.664490060633868e-08,1049988,2022-04-28,51644,Interpublic Group of Cos Inc (The),006136,53065.0,-0.015857399956661355
20220428_10-Q_edgar_data_72903_0000072903-22-000027_1.txt,1.1869678567756197e-07,1.0931718727675863e-07,1482900,2022-04-28,72903,Xcel Energy Inc.,007977,23931.0,-0.021726325074937103
20220428_10-Q_edgar_data_764180_0000764180-22-000044_1.txt,1.0310051754325338e-06,4.804629553391344e-07,1349459,2022-04-28,764180,Altria Group Inc,008543,13901.0,-0.0006701560152266861
20220428_10-Q_edgar_data_798354_0000798354-22-000009_1.txt,5.7129563317001166e-08,5.969029940129794e-08,1220272,2022-04-28,798354,Fiserv Inc.,012635,10696.0,-0.011665924588389887
20220428_10-Q_edgar_data_822416_0000822416-22-000018_1.txt,1.791357891388755e-07,1.4505477936056429e-07,871482,2022-04-28,822416,PulteGroup Inc,008823,54148.0,0.07346330282202129
20220428_10-Q_edgar_data_84839_0000084839-22-000033_1.txt,1.8672132316571795e-07,1.44899627036748e-07,990369,2022-04-28,84839,Rollins Inc,009225,36003.0,-0.010905735507663161
20220428_10-Q_edgar_data_874766_0000874766-22-000044_1.txt,3.362730988622639e-07,2.2631510597442518e-07,3600553,2022-04-28,874766,Hartford Insurance Group Inc (The),061739,82775.0,0.019101998603457515
20220428_10-Q_edgar_data_912595_0000950170-22-006524_1.txt,3.995648783461109e-08,5.1987046121904144e-08,2293258,2022-04-28,912595,Mid-America Apartment Communities Inc,029649,80183.0,-0.08772604849104138
20220428_10-Q_edgar_data_92122_0000092122-22-000014_1.txt,1.0881115164734044e-07,9.185376157779285e-08,3653958,2022-04-28,92122,Southern Co (The),009850,18411.0,-0.01278462035598138
20220428_10-Q_edgar_data_93556_0000093556-22-000021_1.txt,1.1937285098528194e-07,1.3532206275310312e-07,1647476,2022-04-28,93556,Stanley Black & Decker Inc,010016,43350.0,-0.08691023712418311
20220428_10-Q_edgar_data_936340_0000936340-22-000123_1.txt,9.510332120449003e-08,1.1279779425290197e-07,2495517,2022-04-28,936340,DTE Energy Co,003897,11674.0,-0.05448332064488881
20220428_10-Q_edgar_data_945841_0000945841-22-000063_1.txt,5.950953537272568e-08,6.95586544015099e-08,496942,2022-04-28,945841,Pool Corp,061420,82515.0,0.0019417763328557491
20220428_10-Q_edgar_data_96943_0000096943-22-000039_1.txt,1.872481659662301e-07,9.023011586221085e-08,776027,2022-04-28,96943,Teleflex Inc,010407,44329.0,-0.12101445586322368
20220429_10-Q_edgar_data_1018724_0001018724-22-000013_1.txt,5.117028607768236e-07,3.231114298412246e-07,1216736,2022-04-29,1018724,Amazon.com Inc,064768,84788.0,-0.16304105872604213
20220429_10-Q_edgar_data_1034054_0001034054-22-000004_1.txt,9.317247854563564e-08,2.1771003896025933e-08,2755189,2022-04-29,1034054,SBA Communications Corp,121382,86996.0,-0.015049677394285532
20220429_10-Q_edgar_data_1043277_0001043277-22-000019_1.txt,7.47858931205062e-08,6.948112731825902e-08,899119,2022-04-29,1043277,C.H. Robinson Worldwide Inc.,065609,85459.0,-0.004070183717006626
20220429_10-Q_edgar_data_1043604_0001043604-22-000076_1.txt,2.262981213654164e-07,1.4291663730770424e-07,1324138,2022-04-29,1043604,Juniper Networks Inc,121718,86979.0,0.0043714455033665445
20220429_10-Q_edgar_data_1051470_0001051470-22-000115_1.txt,3.0201289527801075e-08,4.9057950766624095e-08,855949,2022-04-29,1051470,Crown Castle Inc,113490,86339.0,-0.022651887013161565
20220429_10-Q_edgar_data_106535_0001564590-22-016824_1.txt,2.5259936271828363e-08,5.3572400220714274e-08,1145433,2022-04-29,106535,Weyerhaeuser Co,011456,39917.0,0.0020784257153654284
20220429_10-Q_edgar_data_1091667_0001091667-22-000066_1.txt,6.235601208958867e-08,7.498662760645922e-08,805336,2022-04-29,1091667,Charter Communications Inc,126136,12308.0,0.02044688940499928
20220429_10-Q_edgar_data_1101239_0001628280-22-011503_1.txt,1.9434888105852546e-07,1.5584208913820667e-07,2337308,2022-04-29,1101239,Equinix Inc,138743,89617.0,-0.025013173321413174
20220429_10-Q_edgar_data_12208_0000012208-22-000026_1.txt,1.884364939489623e-07,1.338507893701654e-07,1250321,2022-04-29,12208,Bio-Rad Laboratories Inc,002220,61516.0,0.020880245231581607
20220429_10-Q_edgar_data_1300514_0001300514-22-000048_1.txt,4.901029501839012e-07,3.019661107552493e-07,1248458,2022-04-29,1300514,Las Vegas Sands Corp,161844,90505.0,0.028267673334817278
20220429_10-Q_edgar_data_1306830_0001306830-22-000098_1.txt,3.085659698279622e-07,1.723975093457667e-07,1383361,2022-04-29,1306830,Celanese Corp,162254,90520.0,0.09222050370176438
20220429_10-Q_edgar_data_1374310_0001558370-22-006377_1.txt,1.43914369586392e-07,1.295709317396398e-07,2294636,2022-04-29,1374310,Cboe Global Markets Inc,184500,93429.0,-0.002616678026261199
20220429_10-Q_edgar_data_1385157_0001558370-22-006422_1.txt,1.0145899056332262e-07,5.686130940502597e-08,1639120,2022-04-29,1385157,TE Connectivity plc,177267,92157.0,0.037346047090120904
20220429_10-Q_edgar_data_14272_0000014272-22-000114_1.txt,5.048186461902687e-07,2.798650681966575e-07,1525119,2022-04-29,14272,Bristol-Myers Squibb Co,002403,19393.0,0.019605420024752185
20220429_10-Q_edgar_data_1489393_0001489393-22-000020_1.txt,6.728564791739493e-08,7.180255636525768e-08,1204602,2022-04-29,1489393,LyondellBasell Industries NV,294524,12345.0,0.08214604505845735
20220429_10-Q_edgar_data_1534701_0001534701-22-000103_1.txt,8.612214863404846e-08,1.401056043656715e-07,1130223,2022-04-29,1534701,Phillips 66,170841,13356.0,0.11573153535318481
20220429_10-Q_edgar_data_200406_0000200406-22-000048_1.txt,5.916739617127003e-07,3.098562129022937e-07,1850518,2022-04-29,200406,Johnson & Johnson,006266,22111.0,-0.004608463968552634
20220429_10-Q_edgar_data_202058_0000202058-22-000029_1.txt,7.224193878538677e-08,6.65778328780046e-08,3957162,2022-04-29,202058,L3Harris Technologies Inc,005492,25582.0,0.04190664148746548
20220429_10-Q_edgar_data_21665_0000021665-22-000010_1.txt,2.809982257281835e-07,1.6588484280225269e-07,926649,2022-04-29,21665,Colgate-Palmolive Co,003170,18729.0,-0.031250616658696995
20220429_10-Q_edgar_data_24741_0001437749-22-010222_1.txt,4.9051892019061504e-08,9.091539304150387e-08,1125686,2022-04-29,24741,Corning Inc,003532,22293.0,0.03548271647757051
20220429_10-Q_edgar_data_310764_0000310764-22-000062_1.txt,1.1342590003480405e-07,7.695767826192436e-08,894941,2022-04-29,310764,Stryker Corp,010115,73139.0,-0.010691859292905947
